## header:
##   title: U238(n,x) nuclear model parameters
##   source: TALYS-2.2
##   user: Arjan Koning
##   date: 2025-12-14
##   format: YANDF-0.4
## target:
##   Z: 92
##   A: 238
##   nuclide: U238  
## residual:
##   Z: 92
##   A: 239
##   nuclide: U239  
## parameters: 
##   level density
a                92 239  29.94213
aadjust          92 239   1.00000
gammald          92 239   0.07396
pair             92 239   0.77622
etableadjust     90 235   0.00000 E1
ftableadjust     90 235   1.00000 E1
wtableadjust     90 235   1.00000 E1
upbendc          90 235 3.50000E-08 M1
upbende          90 235 8.00000E-01 M1
upbendf          90 235 6.00000E+00 M1
upbendcadjust    90 235 1.00000E+00 M1
upbendeadjust    90 235 1.00000E+00 M1
upbendfadjust    90 235 1.00000E+00 M1
sgr              90 235   2.838 M1
egr              90 235   7.246 M1
ggr              90 235   4.000 M1
sgradjust        90 235   1.000 M1
egradjust        90 235   1.000 M1
ggradjust        90 235   1.000 M1
etable           90 235   0.00000 E2
ftable           90 235   1.00000 E2
wtable           90 235   1.00000 E2
etableadjust     90 235   0.00000 E2
ftableadjust     90 235   1.00000 E2
wtableadjust     90 235   1.00000 E2
upbendc          90 235 0.00000E+00 M2
upbende          90 235 0.00000E+00 M2
upbendf          90 235 0.00000E+00 M2
upbendcadjust    90 235 1.00000E+00 M2
upbendeadjust    90 235 1.00000E+00 M2
upbendfadjust    90 235 1.00000E+00 M2
sgr              90 235   0.002 M2
egr              90 235   7.246 M2
ggr              90 235   4.000 M2
sgradjust        90 235   1.000 M2
egradjust        90 235   1.000 M2
ggradjust        90 235   1.000 M2
##
## parameters: 
##   fission
##
fisbar           90 235   7.42500  1
fishw            90 235   1.00000  1
fisbaradjust     90 235   1.00000  1
fishwadjust      90 235   1.00000  1
class2width      90 235   0.20000  1
Rtransmom        90 235   0.60000  1
Rclass2mom       90 235   1.00000  1
fisbar           90 235  10.26000  2
fishw            90 235   0.60000  2
fisbaradjust     90 235   1.00000  2
fishwadjust      90 235   1.00000  2
Rtransmom        90 235   1.00000  2
Rclass2mom       90 235   1.00000  2
## residual:
##   Z: 92
##   A: 237
##   nuclide: U237  
## parameters: 
##   level density
a                92 237  30.63208
aadjust          92 237   1.00000
gammald          92 237   0.07417
pair             92 237   0.77948
Pshift           92 237   0.00000   0
Pshiftadjust     92 237   0.00000   0
deltaW           92 237   2.74347   0
T                92 237   0.39671   0
E0               92 237  -0.74788   0
Exmatch          92 237   4.20829   0
Tadjust          92 237   1.00000   0
E0adjust         92 237   1.00000   0
Exmatchadjust    92 237   1.00000   0
Ntop             92 237  43   0
Nlow             92 237   2   0
s2adjust         92 237   1.00000   0
ctable           92 237   0.00000   0
ptable           92 237   0.00000   0
ctableadjust     92 237   0.00000   0
ptableadjust     92 237   0.00000   0
Ufermi           92 237  30.00000   0
cfermi           92 237   5.00000   0
Krotconstant     92 237   1.00000   0
Pshift           92 237   0.00000   1
Pshiftadjust     92 237   0.00000   1
deltaW           92 237   1.82898   1
T                92 237   0.42972   1
E0               92 237  -2.30919   1
Exmatch          92 237   6.01208   1
Tadjust          92 237   1.00000   1
E0adjust         92 237   1.00000   1
Exmatchadjust    92 237   1.00000   1
Ntop             92 237   1   1
Nlow             92 237   0   1
s2adjust         92 237   1.00000   1
ctable           92 237   0.00000   1
ptable           92 237   0.00000   1
ctableadjust     92 237   0.00000   1
ptableadjust     92 237   0.00000   1
Ufermi           92 237  45.00000   1
cfermi           92 237   5.00000   1
Krotconstant     92 237   1.00000   1
Pshift           92 237   0.00000   2
Pshiftadjust     92 237   0.00000   2
deltaW           92 237   1.82898   2
T                92 237   0.50252   2
E0               92 237  -4.95292   2
Exmatch          92 237   6.77712   2
Tadjust          92 237   1.00000   2
E0adjust         92 237   1.00000   2
Exmatchadjust    92 237   1.00000   2
Ntop             92 237   1   2
Nlow             92 237   0   2
s2adjust         92 237   1.00000   2
ctable           92 237   0.00000   2
ptable           92 237   0.00000   2
ctableadjust     92 237   0.00000   2
ptableadjust     92 237   0.00000   2
Ufermi           92 237  45.00000   2
cfermi           92 237   5.00000   2
Krotconstant     92 237   1.00000   2
D0               92 237 1.40000E+01
g                92 237  15.80000
gp               92 237   6.13333
gn               92 237   9.66667
gnadjust         92 237   1.00000
gpadjust         92 237   1.00000
gadjust          92 237   1.00000
Risomer          92 237   1.00000
## parameters: 
##   photon strength function
gamgam           92 237   0.00002
gamgamadjust     92 237   1.00000
etable           92 237   0.00000 E1
ftable           92 237   1.00000 E1
wtable           92 237   1.04800 E1
etableadjust     92 237   0.00000 E1
ftableadjust     92 237   1.00000 E1
wtableadjust     92 237   1.00000 E1
upbendc          92 237 3.50000E-08 M1
upbende          92 237 8.00000E-01 M1
upbendf          92 237 6.00000E+00 M1
upbendcadjust    92 237 1.00000E+00 M1
upbendeadjust    92 237 1.00000E+00 M1
upbendfadjust    92 237 1.00000E+00 M1
sgr              92 237   2.858 M1
egr              92 237   7.236 M1
ggr              92 237   4.000 M1
sgradjust        92 237   1.000 M1
egradjust        92 237   1.000 M1
ggradjust        92 237   1.000 M1
etable           92 237   0.00000 E2
ftable           92 237   1.00000 E2
wtable           92 237   1.00000 E2
etableadjust     92 237   0.00000 E2
ftableadjust     92 237   1.00000 E2
wtableadjust     92 237   1.00000 E2
upbendc          92 237 0.00000E+00 M2
upbende          92 237 0.00000E+00 M2
upbendf          92 237 0.00000E+00 M2
upbendcadjust    92 237 1.00000E+00 M2
upbendeadjust    92 237 1.00000E+00 M2
upbendfadjust    92 237 1.00000E+00 M2
sgr              92 237   0.002 M2
egr              92 237   7.236 M2
ggr              92 237   4.000 M2
sgradjust        92 237   1.000 M2
egradjust        92 237   1.000 M2
ggradjust        92 237   1.000 M2
##
## parameters: 
##   fission
##
fisbar           92 237   5.70000  1
fishw            92 237   0.70000  1
fisbaradjust     92 237   1.00000  1
fishwadjust      92 237   1.00000  1
class2width      92 237   0.10000  1
Rtransmom        92 237   0.60000  1
Rclass2mom       92 237   1.00000  1
fisbar           92 237   5.00000  2
fishw            92 237   0.40000  2
fisbaradjust     92 237   1.00000  2
fishwadjust      92 237   1.00000  2
Rtransmom        92 237   1.00000  2
Rclass2mom       92 237   1.00000  2
## residual:
##   Z: 91
##   A: 235
##   nuclide: Pa235 
## parameters: 
##   level density
a                91 235  30.88578
aadjust          91 235   1.00000
gammald          91 235   0.07438
pair             91 235   0.78279
Pshift           91 235   0.00000   0
Pshiftadjust     91 235   0.00000   0
deltaW           91 235   3.45914   0
T                91 235   0.36375   0
E0               91 235  -0.35892   0
Exmatch          91 235   3.58123   0
Tadjust          91 235   1.00000   0
E0adjust         91 235   1.00000   0
Exmatchadjust    91 235   1.00000   0
Ntop             91 235  16   0
Nlow             91 235   7   0
s2adjust         91 235   1.00000   0
ctable           91 235   0.00000   0
ptable           91 235   0.00000   0
ctableadjust     91 235   0.00000   0
ptableadjust     91 235   0.00000   0
Ufermi           91 235  30.00000   0
cfermi           91 235   5.00000   0
Krotconstant     91 235   1.00000   0
Pshift           91 235   0.00000   1
Pshiftadjust     91 235   0.00000   1
deltaW           91 235   2.30610   1
T                91 235   0.35179   1
E0               91 235   0.00002   1
Exmatch          91 235   3.17173   1
Tadjust          91 235   1.00000   1
E0adjust         91 235   1.00000   1
Exmatchadjust    91 235   1.00000   1
Ntop             91 235   1   1
Nlow             91 235   0   1
s2adjust         91 235   1.00000   1
ctable           91 235   0.00000   1
ptable           91 235   0.00000   1
ctableadjust     91 235   0.00000   1
ptableadjust     91 235   0.00000   1
Ufermi           91 235  45.00000   1
cfermi           91 235   5.00000   1
Krotconstant     91 235   1.00000   1
Pshift           91 235   0.00000   2
Pshiftadjust     91 235   0.00000   2
deltaW           91 235   2.30610   2
T                91 235   0.35273   2
E0               91 235   0.00006   2
Exmatch          91 235   3.18719   2
Tadjust          91 235   1.00000   2
E0adjust         91 235   1.00000   2
Exmatchadjust    91 235   1.00000   2
Ntop             91 235   1   2
Nlow             91 235   0   2
s2adjust         91 235   1.00000   2
ctable           91 235   0.00000   2
ptable           91 235   0.00000   2
ctableadjust     91 235   0.00000   2
ptableadjust     91 235   0.00000   2
Ufermi           91 235  45.00000   2
cfermi           91 235   5.00000   2
Krotconstant     91 235   1.00000   2
g                91 235  15.66667
gp               91 235   6.06667
gn               91 235   9.60000
gnadjust         91 235   1.00000
gpadjust         91 235   1.00000
gadjust          91 235   1.00000
Risomer          91 235   1.00000
## parameters: 
##   photon strength function
gamgam           91 235   0.00000
gamgamadjust     91 235   1.00000
etable           91 235   0.00000 E1
ftable           91 235   1.00000 E1
wtable           91 235   1.04800 E1
etableadjust     91 235   0.00000 E1
ftableadjust     91 235   1.00000 E1
wtableadjust     91 235   1.00000 E1
upbendc          91 235 3.50000E-08 M1
upbende          91 235 8.00000E-01 M1
upbendf          91 235 6.00000E+00 M1
upbendcadjust    91 235 1.00000E+00 M1
upbendeadjust    91 235 1.00000E+00 M1
upbendfadjust    91 235 1.00000E+00 M1
sgr              91 235   2.838 M1
egr              91 235   7.246 M1
ggr              91 235   4.000 M1
sgradjust        91 235   1.000 M1
egradjust        91 235   1.000 M1
ggradjust        91 235   1.000 M1
etable           91 235   0.00000 E2
ftable           91 235   1.00000 E2
wtable           91 235   1.00000 E2
etableadjust     91 235   0.00000 E2
ftableadjust     91 235   1.00000 E2
wtableadjust     91 235   1.00000 E2
upbendc          91 235 0.00000E+00 M2
upbende          91 235 0.00000E+00 M2
upbendf          91 235 0.00000E+00 M2
upbendcadjust    91 235 1.00000E+00 M2
upbendeadjust    91 235 1.00000E+00 M2
upbendfadjust    91 235 1.00000E+00 M2
sgr              91 235   0.002 M2
egr              91 235   7.246 M2
ggr              91 235   4.000 M2
sgradjust        91 235   1.000 M2
egradjust        91 235   1.000 M2
ggradjust        91 235   1.000 M2
##
## parameters: 
##   fission
##
fisbar           91 235   6.88500  1
fishw            91 235   1.00000  1
fisbaradjust     91 235   1.00000  1
fishwadjust      91 235   1.00000  1
class2width      91 235   0.20000  1
Rtransmom        91 235   0.60000  1
Rclass2mom       91 235   1.00000  1
fisbar           91 235   7.69500  2
fishw            91 235   0.60000  2
fisbaradjust     91 235   1.00000  2
fishwadjust      91 235   1.00000  2
Rtransmom        91 235   1.00000  2
Rclass2mom       91 235   1.00000  2
## residual:
##   Z: 90
##   A: 234
##   nuclide: Th234 
## parameters: 
##   level density
a                90 234  31.17954
aadjust          90 234   1.00000
gammald          90 234   0.07449
pair             90 234   1.56893
Pshift           90 234   0.00000   0
Pshiftadjust     90 234   0.00000   0
deltaW           90 234   3.62487   0
T                90 234   0.32528   0
E0               90 234   0.82934   0
Exmatch          90 234   3.73352   0
Tadjust          90 234   1.00000   0
E0adjust         90 234   1.00000   0
Exmatchadjust    90 234   1.00000   0
Ntop             90 234   0   0
Nlow             90 234   0   0
s2adjust         90 234   1.00000   0
ctable           90 234   0.00000   0
ptable           90 234   0.00000   0
ctableadjust     90 234   0.00000   0
ptableadjust     90 234   0.00000   0
Ufermi           90 234  30.00000   0
cfermi           90 234   5.00000   0
Krotconstant     90 234   1.00000   0
Pshift           90 234   0.00000   1
Pshiftadjust     90 234   0.00000   1
deltaW           90 234   2.41658   1
T                90 234   0.41820   1
E0               90 234   0.00006   1
Exmatch          90 234   5.15871   1
Tadjust          90 234   1.00000   1
E0adjust         90 234   1.00000   1
Exmatchadjust    90 234   1.00000   1
Ntop             90 234   1   1
Nlow             90 234   0   1
s2adjust         90 234   1.00000   1
ctable           90 234   0.00000   1
ptable           90 234   0.00000   1
ctableadjust     90 234   0.00000   1
ptableadjust     90 234   0.00000   1
Ufermi           90 234  45.00000   1
cfermi           90 234   5.00000   1
Krotconstant     90 234   1.00000   1
Pshift           90 234   0.00000   2
Pshiftadjust     90 234   0.00000   2
deltaW           90 234   2.41658   2
T                90 234   0.41905   2
E0               90 234   0.00001   2
Exmatch          90 234   5.17517   2
Tadjust          90 234   1.00000   2
E0adjust         90 234   1.00000   2
Exmatchadjust    90 234   1.00000   2
Ntop             90 234   1   2
Nlow             90 234   0   2
s2adjust         90 234   1.00000   2
ctable           90 234   0.00000   2
ptable           90 234   0.00000   2
ctableadjust     90 234   0.00000   2
ptableadjust     90 234   0.00000   2
Ufermi           90 234  45.00000   2
cfermi           90 234   5.00000   2
Krotconstant     90 234   1.00000   2
D0               90 234 1.94000E+01
g                90 234  15.60000
gp               90 234   6.00000
gn               90 234   9.60000
gnadjust         90 234   1.00000
gpadjust         90 234   1.00000
gadjust          90 234   1.00000
Risomer          90 234   1.00000
## parameters: 
##   photon strength function
gamgam           90 234   0.00000
gamgamadjust     90 234   1.00000
etable           90 234   0.00000 E1
ftable           90 234   1.00000 E1
wtable           90 234   1.04800 E1
etableadjust     90 234   0.00000 E1
ftableadjust     90 234   1.00000 E1
wtableadjust     90 234   1.00000 E1
upbendc          90 234 3.50000E-08 M1
upbende          90 234 8.00000E-01 M1
upbendf          90 234 6.00000E+00 M1
upbendcadjust    90 234 1.00000E+00 M1
upbendeadjust    90 234 1.00000E+00 M1
upbendfadjust    90 234 1.00000E+00 M1
sgr              90 234   2.828 M1
egr              90 234   7.251 M1
ggr              90 234   4.000 M1
sgradjust        90 234   1.000 M1
egradjust        90 234   1.000 M1
ggradjust        90 234   1.000 M1
etable           90 234   0.00000 E2
ftable           90 234   1.00000 E2
wtable           90 234   1.00000 E2
etableadjust     90 234   0.00000 E2
ftableadjust     90 234   1.00000 E2
wtableadjust     90 234   1.00000 E2
upbendc          90 234 0.00000E+00 M2
upbende          90 234 0.00000E+00 M2
upbendf          90 234 0.00000E+00 M2
upbendcadjust    90 234 1.00000E+00 M2
upbendeadjust    90 234 1.00000E+00 M2
upbendfadjust    90 234 1.00000E+00 M2
sgr              90 234   0.002 M2
egr              90 234   7.251 M2
ggr              90 234   4.000 M2
sgradjust        90 234   1.000 M2
egradjust        90 234   1.000 M2
ggradjust        90 234   1.000 M2
##
## parameters: 
##   fission
##
fisbar           90 234   6.61500  1
fishw            90 234   1.00000  1
fisbaradjust     90 234   1.00000  1
fishwadjust      90 234   1.00000  1
class2width      90 234   0.20000  1
Rtransmom        90 234   0.60000  1
Rclass2mom       90 234   1.00000  1
fisbar           90 234  10.12500  2
fishw            90 234   0.60000  2
fisbaradjust     90 234   1.00000  2
fishwadjust      90 234   1.00000  2
Rtransmom        90 234   1.00000  2
Rclass2mom       90 234   1.00000  2
## residual:
##   Z: 89
##   A: 234
##   nuclide: Ac234 
## parameters: 
##   level density
a                89 234  32.14930
aadjust          89 234   1.00000
gammald          89 234   0.07449
pair             89 234   0.00000
Pshift           89 234   0.00000   0
Pshiftadjust     89 234   0.00000   0
deltaW           89 234   4.21884   0
T                89 234   0.31602   0
E0               89 234  -0.72811   0
Exmatch          89 234   2.10628   0
Tadjust          89 234   1.00000   0
E0adjust         89 234   1.00000   0
Exmatchadjust    89 234   1.00000   0
Ntop             89 234  30   0
Nlow             89 234   2   0
s2adjust         89 234   1.00000   0
ctable           89 234   0.00000   0
ptable           89 234   0.00000   0
ctableadjust     89 234   0.00000   0
ptableadjust     89 234   0.00000   0
Ufermi           89 234  30.00000   0
cfermi           89 234   5.00000   0
Krotconstant     89 234   1.00000   0
Pshift           89 234   0.00000   1
Pshiftadjust     89 234   0.00000   1
deltaW           89 234   2.81256   1
T                89 234   0.31602   1
E0               89 234  -0.51521   1
Exmatch          89 234   1.89305   1
Tadjust          89 234   1.00000   1
E0adjust         89 234   1.00000   1
Exmatchadjust    89 234   1.00000   1
Ntop             89 234   1   1
Nlow             89 234   0   1
s2adjust         89 234   1.00000   1
ctable           89 234   0.00000   1
ptable           89 234   0.00000   1
ctableadjust     89 234   0.00000   1
ptableadjust     89 234   0.00000   1
Ufermi           89 234  45.00000   1
cfermi           89 234   5.00000   1
Krotconstant     89 234   1.00000   1
Pshift           89 234   0.00000   2
Pshiftadjust     89 234   0.00000   2
deltaW           89 234   2.81256   2
T                89 234   0.31602   2
E0               89 234  -0.24058   2
Exmatch          89 234   3.75120   2
Tadjust          89 234   1.00000   2
E0adjust         89 234   1.00000   2
Exmatchadjust    89 234   1.00000   2
Ntop             89 234   1   2
Nlow             89 234   0   2
s2adjust         89 234   1.00000   2
ctable           89 234   0.00000   2
ptable           89 234   0.00000   2
ctableadjust     89 234   0.00000   2
ptableadjust     89 234   0.00000   2
Ufermi           89 234  45.00000   2
cfermi           89 234   5.00000   2
Krotconstant     89 234   1.00000   2
g                89 234  15.60000
gp               89 234   5.93333
gn               89 234   9.66667
gnadjust         89 234   1.00000
gpadjust         89 234   1.00000
gadjust          89 234   1.00000
Risomer          89 234   1.00000
## parameters: 
##   photon strength function
gamgam           89 234   0.00000
gamgamadjust     89 234   1.00000
etable           89 234   0.00000 E1
ftable           89 234   1.00000 E1
wtable           89 234   1.04800 E1
etableadjust     89 234   0.00000 E1
ftableadjust     89 234   1.00000 E1
wtableadjust     89 234   1.00000 E1
upbendc          89 234 3.50000E-08 M1
upbende          89 234 8.00000E-01 M1
upbendf          89 234 6.00000E+00 M1
upbendcadjust    89 234 1.00000E+00 M1
upbendeadjust    89 234 1.00000E+00 M1
upbendfadjust    89 234 1.00000E+00 M1
sgr              89 234   2.828 M1
egr              89 234   7.251 M1
ggr              89 234   4.000 M1
sgradjust        89 234   1.000 M1
egradjust        89 234   1.000 M1
ggradjust        89 234   1.000 M1
etable           89 234   0.00000 E2
ftable           89 234   1.00000 E2
wtable           89 234   1.00000 E2
etableadjust     89 234   0.00000 E2
ftableadjust     89 234   1.00000 E2
wtableadjust     89 234   1.00000 E2
upbendc          89 234 0.00000E+00 M2
upbende          89 234 0.00000E+00 M2
upbendf          89 234 0.00000E+00 M2
upbendcadjust    89 234 1.00000E+00 M2
upbendeadjust    89 234 1.00000E+00 M2
upbendfadjust    89 234 1.00000E+00 M2
sgr              89 234   0.002 M2
egr              89 234   7.251 M2
ggr              89 234   4.000 M2
sgradjust        89 234   1.000 M2
egradjust        89 234   1.000 M2
ggradjust        89 234   1.000 M2
##
## parameters: 
##   fission
##
fisbar           89 234   6.75000  1
fishw            89 234   1.00000  1
fisbaradjust     89 234   1.00000  1
fishwadjust      89 234   1.00000  1
class2width      89 234   0.20000  1
Rtransmom        89 234   0.60000  1
Rclass2mom       89 234   1.00000  1
fisbar           89 234  11.88000  2
fishw            89 234   0.60000  2
fisbaradjust     89 234   1.00000  2
fishwadjust      89 234   1.00000  2
Rtransmom        89 234   1.00000  2
Rclass2mom       89 234   1.00000  2
## residual:
##   Z: 89
##   A: 233
##   nuclide: Ac233 
## parameters: 
##   level density
a                89 233  31.96956
aadjust          89 233   1.00000
gammald          89 233   0.07459
pair             89 233   0.78615
Pshift           89 233   0.00000   0
Pshiftadjust     89 233   0.00000   0
deltaW           89 233   4.26408   0
T                89 233   0.31639   0
E0               89 233   0.05635   0
Exmatch          89 233   2.89246   0
Tadjust          89 233   1.00000   0
E0adjust         89 233   1.00000   0
Exmatchadjust    89 233   1.00000   0
Ntop             89 233  30   0
Nlow             89 233   2   0
s2adjust         89 233   1.00000   0
ctable           89 233   0.00000   0
ptable           89 233   0.00000   0
ctableadjust     89 233   0.00000   0
ptableadjust     89 233   0.00000   0
Ufermi           89 233  30.00000   0
cfermi           89 233   5.00000   0
Krotconstant     89 233   1.00000   0
Pshift           89 233   0.00000   1
Pshiftadjust     89 233   0.00000   1
deltaW           89 233   2.84272   1
T                89 233   0.31639   1
E0               89 233   0.27127   1
Exmatch          89 233   2.67923   1
Tadjust          89 233   1.00000   1
E0adjust         89 233   1.00000   1
Exmatchadjust    89 233   1.00000   1
Ntop             89 233   1   1
Nlow             89 233   0   1
s2adjust         89 233   1.00000   1
ctable           89 233   0.00000   1
ptable           89 233   0.00000   1
ctableadjust     89 233   0.00000   1
ptableadjust     89 233   0.00000   1
Ufermi           89 233  45.00000   1
cfermi           89 233   5.00000   1
Krotconstant     89 233   1.00000   1
Pshift           89 233   0.00000   2
Pshiftadjust     89 233   0.00000   2
deltaW           89 233   2.84272   2
T                89 233   0.31639   2
E0               89 233   0.54718   2
Exmatch          89 233   4.54198   2
Tadjust          89 233   1.00000   2
E0adjust         89 233   1.00000   2
Exmatchadjust    89 233   1.00000   2
Ntop             89 233   1   2
Nlow             89 233   0   2
s2adjust         89 233   1.00000   2
ctable           89 233   0.00000   2
ptable           89 233   0.00000   2
ctableadjust     89 233   0.00000   2
ptableadjust     89 233   0.00000   2
Ufermi           89 233  45.00000   2
cfermi           89 233   5.00000   2
Krotconstant     89 233   1.00000   2
g                89 233  15.53333
gp               89 233   5.93333
gn               89 233   9.60000
gnadjust         89 233   1.00000
gpadjust         89 233   1.00000
gadjust          89 233   1.00000
Risomer          89 233   1.00000
## parameters: 
##   photon strength function
gamgam           89 233   0.00000
gamgamadjust     89 233   1.00000
etable           89 233   0.00000 E1
ftable           89 233   1.00000 E1
wtable           89 233   1.04800 E1
etableadjust     89 233   0.00000 E1
ftableadjust     89 233   1.00000 E1
wtableadjust     89 233   1.00000 E1
upbendc          89 233 3.50000E-08 M1
upbende          89 233 8.00000E-01 M1
upbendf          89 233 6.00000E+00 M1
upbendcadjust    89 233 1.00000E+00 M1
upbendeadjust    89 233 1.00000E+00 M1
upbendfadjust    89 233 1.00000E+00 M1
sgr              89 233   2.818 M1
egr              89 233   7.256 M1
ggr              89 233   4.000 M1
sgradjust        89 233   1.000 M1
egradjust        89 233   1.000 M1
ggradjust        89 233   1.000 M1
etable           89 233   0.00000 E2
ftable           89 233   1.00000 E2
wtable           89 233   1.00000 E2
etableadjust     89 233   0.00000 E2
ftableadjust     89 233   1.00000 E2
wtableadjust     89 233   1.00000 E2
upbendc          89 233 0.00000E+00 M2
upbende          89 233 0.00000E+00 M2
upbendf          89 233 0.00000E+00 M2
upbendcadjust    89 233 1.00000E+00 M2
upbendeadjust    89 233 1.00000E+00 M2
upbendfadjust    89 233 1.00000E+00 M2
sgr              89 233   0.002 M2
egr              89 233   7.256 M2
ggr              89 233   4.000 M2
sgradjust        89 233   1.000 M2
egradjust        89 233   1.000 M2
ggradjust        89 233   1.000 M2
##
## parameters: 
##   fission
##
fisbar           89 233   6.21000  1
fishw            89 233   1.00000  1
fisbaradjust     89 233   1.00000  1
fishwadjust      89 233   1.00000  1
class2width      89 233   0.20000  1
Rtransmom        89 233   0.60000  1
Rclass2mom       89 233   1.00000  1
fisbar           89 233  11.47500  2
fishw            89 233   0.60000  2
fisbaradjust     89 233   1.00000  2
fishwadjust      89 233   1.00000  2
Rtransmom        89 233   1.00000  2
Rclass2mom       89 233   1.00000  2
## residual:
##   Z: 89
##   A: 232
##   nuclide: Ac232 
## parameters: 
##   level density
a                89 232  31.74347
aadjust          89 232   1.00000
gammald          89 232   0.07470
pair             89 232   0.00000
Pshift           89 232   0.00000   0
Pshiftadjust     89 232   0.00000   0
deltaW           89 232   4.12503   0
T                89 232   0.31958   0
E0               89 232  -0.73500   0
Exmatch          89 232   2.12707   0
Tadjust          89 232   1.00000   0
E0adjust         89 232   1.00000   0
Exmatchadjust    89 232   1.00000   0
Ntop             89 232  30   0
Nlow             89 232   2   0
s2adjust         89 232   1.00000   0
ctable           89 232   0.00000   0
ptable           89 232   0.00000   0
ctableadjust     89 232   0.00000   0
ptableadjust     89 232   0.00000   0
Ufermi           89 232  30.00000   0
cfermi           89 232   5.00000   0
Krotconstant     89 232   1.00000   0
Pshift           89 232   0.00000   1
Pshiftadjust     89 232   0.00000   1
deltaW           89 232   2.75002   1
T                89 232   0.31958   1
E0               89 232  -0.52288   1
Exmatch          89 232   1.91741   1
Tadjust          89 232   1.00000   1
E0adjust         89 232   1.00000   1
Exmatchadjust    89 232   1.00000   1
Ntop             89 232   1   1
Nlow             89 232   0   1
s2adjust         89 232   1.00000   1
ctable           89 232   0.00000   1
ptable           89 232   0.00000   1
ctableadjust     89 232   0.00000   1
ptableadjust     89 232   0.00000   1
Ufermi           89 232  45.00000   1
cfermi           89 232   5.00000   1
Krotconstant     89 232   1.00000   1
Pshift           89 232   0.00000   2
Pshiftadjust     89 232   0.00000   2
deltaW           89 232   2.75002   2
T                89 232   0.31958   2
E0               89 232  -0.25395   2
Exmatch          89 232   3.76052   2
Tadjust          89 232   1.00000   2
E0adjust         89 232   1.00000   2
Exmatchadjust    89 232   1.00000   2
Ntop             89 232   1   2
Nlow             89 232   0   2
s2adjust         89 232   1.00000   2
ctable           89 232   0.00000   2
ptable           89 232   0.00000   2
ctableadjust     89 232   0.00000   2
ptableadjust     89 232   0.00000   2
Ufermi           89 232  45.00000   2
cfermi           89 232   5.00000   2
Krotconstant     89 232   1.00000   2
g                89 232  15.46667
gp               89 232   5.93333
gn               89 232   9.53333
gnadjust         89 232   1.00000
gpadjust         89 232   1.00000
gadjust          89 232   1.00000
Risomer          89 232   1.00000
## parameters: 
##   photon strength function
gamgam           89 232   0.00000
gamgamadjust     89 232   1.00000
etable           89 232   0.00000 E1
ftable           89 232   1.00000 E1
wtable           89 232   1.04800 E1
etableadjust     89 232   0.00000 E1
ftableadjust     89 232   1.00000 E1
wtableadjust     89 232   1.00000 E1
upbendc          89 232 3.50000E-08 M1
upbende          89 232 8.00000E-01 M1
upbendf          89 232 6.00000E+00 M1
upbendcadjust    89 232 1.00000E+00 M1
upbendeadjust    89 232 1.00000E+00 M1
upbendfadjust    89 232 1.00000E+00 M1
sgr              89 232   2.808 M1
egr              89 232   7.261 M1
ggr              89 232   4.000 M1
sgradjust        89 232   1.000 M1
egradjust        89 232   1.000 M1
ggradjust        89 232   1.000 M1
etable           89 232   0.00000 E2
ftable           89 232   1.00000 E2
wtable           89 232   1.00000 E2
etableadjust     89 232   0.00000 E2
ftableadjust     89 232   1.00000 E2
wtableadjust     89 232   1.00000 E2
upbendc          89 232 0.00000E+00 M2
upbende          89 232 0.00000E+00 M2
upbendf          89 232 0.00000E+00 M2
upbendcadjust    89 232 1.00000E+00 M2
upbendeadjust    89 232 1.00000E+00 M2
upbendfadjust    89 232 1.00000E+00 M2
sgr              89 232   0.002 M2
egr              89 232   7.261 M2
ggr              89 232   4.000 M2
sgradjust        89 232   1.000 M2
egradjust        89 232   1.000 M2
ggradjust        89 232   1.000 M2
##
## parameters: 
##   fission
##
fisbar           89 232   6.48000  1
fishw            89 232   1.00000  1
fisbaradjust     89 232   1.00000  1
fishwadjust      89 232   1.00000  1
class2width      89 232   0.20000  1
Rtransmom        89 232   0.60000  1
Rclass2mom       89 232   1.00000  1
fisbar           89 232  11.61000  2
fishw            89 232   0.60000  2
fisbaradjust     89 232   1.00000  2
fishwadjust      89 232   1.00000  2
Rtransmom        89 232   1.00000  2
Rclass2mom       89 232   1.00000  2
## residual:
##   Z: 88
##   A: 232
##   nuclide: Ra232 
## parameters: 
##   level density
a                88 232  32.25603
aadjust          88 232   1.00000
gammald          88 232   0.07470
pair             88 232   1.57568
Pshift           88 232   0.00000   0
Pshiftadjust     88 232   0.00000   0
deltaW           88 232   4.37546   0
T                88 232   0.31576   0
E0               88 232   0.84557   0
Exmatch          88 232   3.67777   0
Tadjust          88 232   1.00000   0
E0adjust         88 232   1.00000   0
Exmatchadjust    88 232   1.00000   0
Ntop             88 232  30   0
Nlow             88 232   2   0
s2adjust         88 232   1.00000   0
ctable           88 232   0.00000   0
ptable           88 232   0.00000   0
ctableadjust     88 232   0.00000   0
ptableadjust     88 232   0.00000   0
Ufermi           88 232  30.00000   0
cfermi           88 232   5.00000   0
Krotconstant     88 232   1.00000   0
Pshift           88 232   0.00000   1
Pshiftadjust     88 232   0.00000   1
deltaW           88 232   2.91697   1
T                88 232   0.31576   1
E0               88 232   1.06398   1
Exmatch          88 232   3.46050   1
Tadjust          88 232   1.00000   1
E0adjust         88 232   1.00000   1
Exmatchadjust    88 232   1.00000   1
Ntop             88 232   1   1
Nlow             88 232   0   1
