## header:
##   title: Os187(n,x) nuclear model parameters
##   source: TALYS-2.2
##   user: Arjan Koning
##   date: 2026-01-14
##   format: YANDF-0.4
## target:
##   Z: 76
##   A: 187
##   nuclide: Os187 
## residual:
##   Z: 76
##   A: 188
##   nuclide: Os188 
## parameters: 
##   level density
a                76 188  22.83621
aadjust          76 188   1.00000
gammald          76 188   0.07560
pair             76 188   1.75038
gn               76 184   7.20000
gnadjust         76 184   1.00000
gpadjust         76 184   1.00000
gadjust          76 184   1.00000
Risomer          76 184   1.00000
## parameters: 
##   photon strength function
gamgam           76 184   0.00000
gamgamadjust     76 184   1.00000
etable           76 184   0.00000 E1
ftable           76 184   1.00000 E1
wtable           76 184   1.07600 E1
etableadjust     76 184   0.00000 E1
ftableadjust     76 184   1.00000 E1
wtableadjust     76 184   1.00000 E1
etable           76 184   0.00000 M1
ftable           76 184   1.00000 M1
wtable           76 184   1.00000 M1
etableadjust     76 184   0.00000 M1
ftableadjust     76 184   1.00000 M1
wtableadjust     76 184   1.00000 M1
upbendc          76 184 1.00000E-08 M1
upbende          76 184 8.00000E-01 M1
upbendf          76 184 0.00000E+00 M1
upbendcadjust    76 184 1.00000E+00 M1
upbendeadjust    76 184 1.00000E+00 M1
upbendfadjust    76 184 1.00000E+00 M1
sgr              76 184   0.000 M1
egr              76 184   0.000 M1
ggr              76 184   0.000 M1
sgradjust        76 184   1.000 M1
egradjust        76 184   1.000 M1
ggradjust        76 184   1.000 M1
etable           76 184   0.00000 E2
ftable           76 184   1.00000 E2
wtable           76 184   1.00000 E2
etableadjust     76 184   0.00000 E2
ftableadjust     76 184   1.00000 E2
wtableadjust     76 184   1.00000 E2
etable           76 184   0.00000 M2
ftable           76 184   1.00000 M2
wtable           76 184   1.00000 M2
etableadjust     76 184   0.00000 M2
ftableadjust     76 184   1.00000 M2
wtableadjust     76 184   1.00000 M2
upbendc          76 184 0.00000E+00 M2
upbende          76 184 0.00000E+00 M2
upbendf          76 184 0.00000E+00 M2
upbendcadjust    76 184 1.00000E+00 M2
upbendeadjust    76 184 1.00000E+00 M2
upbendfadjust    76 184 1.00000E+00 M2
sgr              76 184   0.000 M2
egr              76 184   0.000 M2
ggr              76 184   0.000 M2
sgradjust        76 184   1.000 M2
egradjust        76 184   1.000 M2
ggradjust        76 184   1.000 M2
## residual:
##   Z: 75
##   A: 182
##   nuclide: Re182 
## parameters: 
##   level density
a                75 182  23.51647
aadjust          75 182   1.00000
gammald          75 182   0.07642
pair             75 182   0.00000
Pshift           75 182   0.00000   0
Pshiftadjust     75 182   0.00000   0
deltaW           75 182   1.42628   0
T                75 182   0.46796   0
E0               75 182  -1.42478   0
Exmatch          75 182   3.54880   0
Tadjust          75 182   1.00000   0
E0adjust         75 182   1.00000   0
Exmatchadjust    75 182   1.00000   0
Ntop             75 182  30   0
Nlow             75 182   2   0
s2adjust         75 182   1.00000   0
ctable           75 182   0.00000   0
ptable           75 182   0.00000   0
ctableadjust     75 182   0.00000   0
ptableadjust     75 182   0.00000   0
Ufermi           75 182  30.00000   0
cfermi           75 182   5.00000   0
g                75 182  12.13333
gp               75 182   5.00000
gn               75 182   7.13333
gnadjust         75 182   1.00000
gpadjust         75 182   1.00000
gadjust          75 182   1.00000
Risomer          75 182   1.00000
## parameters: 
##   photon strength function
gamgam           75 182   0.00000
gamgamadjust     75 182   1.00000
etable           75 182   0.00000 E1
ftable           75 182   1.00000 E1
wtable           75 182   1.07600 E1
etableadjust     75 182   0.00000 E1
ftableadjust     75 182   1.00000 E1
wtableadjust     75 182   1.00000 E1
etable           75 182   0.00000 M1
ftable           75 182   1.00000 M1
wtable           75 182   1.00000 M1
etableadjust     75 182   0.00000 M1
ftableadjust     75 182   1.00000 M1
wtableadjust     75 182   1.00000 M1
upbendc          75 182 1.00000E-08 M1
upbende          75 182 8.00000E-01 M1
upbendf          75 182 0.00000E+00 M1
upbendcadjust    75 182 1.00000E+00 M1
upbendeadjust    75 182 1.00000E+00 M1
upbendfadjust    75 182 1.00000E+00 M1
sgr              75 182   0.000 M1
egr              75 182   0.000 M1
ggr              75 182   0.000 M1
sgradjust        75 182   1.000 M1
egradjust        75 182   1.000 M1
ggradjust        75 182   1.000 M1
etable           75 182   0.00000 E2
ftable           75 182   1.00000 E2
wtable           75 182   1.00000 E2
etableadjust     75 182   0.00000 E2
ftableadjust     75 182   1.00000 E2
wtableadjust     75 182   1.00000 E2
etable           75 182   0.00000 M2
ftable           75 182   1.00000 M2
wtable           75 182   1.00000 M2
etableadjust     75 182   0.00000 M2
ftableadjust     75 182   1.00000 M2
wtableadjust     75 182   1.00000 M2
upbendc          75 182 0.00000E+00 M2
upbende          75 182 0.00000E+00 M2
upbendf          75 182 0.00000E+00 M2
upbendcadjust    75 182 1.00000E+00 M2
upbendeadjust    75 182 1.00000E+00 M2
upbendfadjust    75 182 1.00000E+00 M2
sgr              75 182   0.000 M2
egr              75 182   0.000 M2
ggr              75 182   0.000 M2
sgradjust        75 182   1.000 M2
egradjust        75 182   1.000 M2
ggradjust        75 182   1.000 M2
## residual:
##   Z: 72
##   A: 177
##   nuclide: Hf177 
## parameters: 
##   level density
a                72 177  23.05403
aadjust          72 177   1.00000
gammald          72 177   0.07714
pair             72 177   0.90198
Pshift           72 177   0.00000   0
Pshiftadjust     72 177   0.00000   0
deltaW           72 177   1.77124   0
T                72 177   0.52169   0
E0               72 177  -1.08788   0
Exmatch          72 177   5.29975   0
Tadjust          72 177   1.00000   0
E0adjust         72 177   1.00000   0
Exmatchadjust    72 177   1.00000   0
Ntop             72 177  25   0
Nlow             72 177   3   0
s2adjust         72 177   1.00000   0
ctable           72 177   0.00000   0
ptable           72 177   0.00000   0
ctableadjust     72 177   0.00000   0
ptableadjust     72 177   0.00000   0
Ufermi           72 177  30.00000   0
cfermi           72 177   5.00000   0
D0               72 177 3.00000E+01
g                72 177  11.80000
gp               72 177   4.80000
gn               72 177   7.00000
gnadjust         72 177   1.00000
gpadjust         72 177   1.00000
gadjust          72 177   1.00000
Risomer          72 177   1.00000
## parameters: 
##   photon strength function
gamgam           72 177   0.00006
gamgamadjust     72 177   1.00000
etable           72 177   0.00000 E1
ftable           72 177   1.00000 E1
wtable           72 177   1.07600 E1
etableadjust     72 177   0.00000 E1
ftableadjust     72 177   1.00000 E1
wtableadjust     72 177   1.00000 E1
etable           72 177   0.00000 M1
ftable           72 177   1.00000 M1
wtable           72 177   1.00000 M1
etableadjust     72 177   0.00000 M1
ftableadjust     72 177   1.00000 M1
wtableadjust     72 177   1.00000 M1
upbendc          72 177 1.00000E-08 M1
upbende          72 177 8.00000E-01 M1
upbendf          72 177 0.00000E+00 M1
upbendcadjust    72 177 1.00000E+00 M1
upbendeadjust    72 177 1.00000E+00 M1
upbendfadjust    72 177 1.00000E+00 M1
sgr              72 177   0.000 M1
egr              72 177   0.000 M1
ggr              72 177   0.000 M1
sgradjust        72 177   1.000 M1
egradjust        72 177   1.000 M1
ggradjust        72 177   1.000 M1
etable           72 177   0.00000 E2
ftable           72 177   1.00000 E2
wtable           72 177   1.00000 E2
etableadjust     72 177   0.00000 E2
ftableadjust     72 177   1.00000 E2
wtableadjust     72 177   1.00000 E2
etable           72 177   0.00000 M2
ftable           72 177   1.00000 M2
wtable           72 177   1.00000 M2
etableadjust     72 177   0.00000 M2
ftableadjust     72 177   1.00000 M2
wtableadjust     72 177   1.00000 M2
upbendc          72 177 0.00000E+00 M2
upbende          72 177 0.00000E+00 M2
upbendf          72 177 0.00000E+00 M2
upbendcadjust    72 177 1.00000E+00 M2
upbendeadjust    72 177 1.00000E+00 M2
upbendfadjust    72 177 1.00000E+00 M2
sgr              72 177   0.000 M2
egr              72 177   0.000 M2
ggr              72 177   0.000 M2
sgradjust        72 177   1.000 M2
egradjust        72 177   1.000 M2
ggradjust        72 177   1.000 M2
## residual:
##   Z: 71
##   A: 175
##   nuclide: Lu175 
## parameters: 
##   level density
a                71 175  23.14571
aadjust          71 175   1.00000
gammald          71 175   0.07743
pair             71 175   0.90711
Pshift           71 175   0.00000   0
Pshiftadjust     71 175   0.00000   0
deltaW           71 175   1.72504   0
T                71 175   0.51806   0
E0               71 175  -1.08366   0
Exmatch          71 175   5.28702   0
Tadjust          71 175   1.00000   0
E0adjust         71 175   1.00000   0
Exmatchadjust    71 175   1.00000   0
Ntop             71 175  19   0
Nlow             71 175   6   0
s2adjust         71 175   1.00000   0
ctable           71 175   0.00000   0
ptable           71 175   0.00000   0
ctableadjust     71 175   0.00000   0
ptableadjust     71 175   0.00000   0
Ufermi           71 175  30.00000   0
cfermi           71 175   5.00000   0
g                71 175  11.66667
gp               71 175   4.73333
gn               71 175   6.93333
gnadjust         71 175   1.00000
gpadjust         71 175   1.00000
gadjust          71 175   1.00000
Risomer          71 175   1.00000
## parameters: 
##   photon strength function
gamgam           71 175   0.00000
gamgamadjust     71 175   1.00000
etable           71 175   0.00000 E1
ftable           71 175   1.00000 E1
wtable           71 175   1.07600 E1
etableadjust     71 175   0.00000 E1
ftableadjust     71 175   1.00000 E1
wtableadjust     71 175   1.00000 E1
etable           71 175   0.00000 M1
ftable           71 175   1.00000 M1
wtable           71 175   1.00000 M1
etableadjust     71 175   0.00000 M1
ftableadjust     71 175   1.00000 M1
wtableadjust     71 175   1.00000 M1
upbendc          71 175 1.00000E-08 M1
upbende          71 175 8.00000E-01 M1
upbendf          71 175 0.00000E+00 M1
upbendcadjust    71 175 1.00000E+00 M1
upbendeadjust    71 175 1.00000E+00 M1
upbendfadjust    71 175 1.00000E+00 M1
sgr              71 175 287.000 E1 2
egr              71 175  15.470 E1 2
ggr              71 175   4.700 E1 2
sgradjust        71 175   1.000 E1 2
egradjust        71 175   1.000 E1 2
ggradjust        71 175   1.000 E1 2
sgr              71 175   0.000 M1
egr              71 175   0.000 M1
ggr              71 175   0.000 M1
sgradjust        71 175   1.000 M1
egradjust        71 175   1.000 M1
ggradjust        71 175   1.000 M1
etable           71 175   0.00000 E2
ftable           71 175   1.00000 E2
wtable           71 175   1.00000 E2
etableadjust     71 175   0.00000 E2
ftableadjust     71 175   1.00000 E2
wtableadjust     71 175   1.00000 E2
etable           71 175   0.00000 M2
ftable           71 175   1.00000 M2
wtable           71 175   1.00000 M2
etableadjust     71 175   0.00000 M2
ftableadjust     71 175   1.00000 M2
wtableadjust     71 175   1.00000 M2
upbendc          71 175 0.00000E+00 M2
upbende          71 175 0.00000E+00 M2
upbendf          71 175 0.00000E+00 M2
upbendcadjust    71 175 1.00000E+00 M2
upbendeadjust    71 175 1.00000E+00 M2
upbendfadjust    71 175 1.00000E+00 M2
sgr              71 175   0.000 M2
egr              71 175   0.000 M2
ggr              71 175   0.000 M2
sgradjust        71 175   1.000 M2
egradjust        71 175   1.000 M2
ggradjust        71 175   1.000 M2
## residual:
##   Z: 70
##   A: 174
##   nuclide: Yb174 
## parameters: 
##   level density
a                70 174  21.79768
aadjust          70 174   1.00000
gammald          70 174   0.07758
pair             70 174   1.81944
Pshift           70 174   0.00000   0
Pshiftadjust     70 174   0.00000   0
deltaW           70 174   1.46504   0
T                70 174   0.53982   0
E0               70 174  -0.12183   0
Exmatch          70 174   6.25712   0
Tadjust          70 174   1.00000   0
E0adjust         70 174   1.00000   0
Exmatchadjust    70 174   1.00000   0
Ntop             70 174  37   0
Nlow             70 174   5   0
s2adjust         70 174   1.00000   0
ctable           70 174   0.00000   0
ptable           70 174   0.00000   0
ctableadjust     70 174   0.00000   0
ptableadjust     70 174   0.00000   0
Ufermi           70 174  30.00000   0
cfermi           70 174   5.00000   0
D0               70 174 7.50000E+00
g                70 174  11.60000
gp               70 174   4.66667
gn               70 174   6.93333
gnadjust         70 174   1.00000
gpadjust         70 174   1.00000
gadjust          70 174   1.00000
Risomer          70 174   1.00000
## parameters: 
##   photon strength function
gamgam           70 174   0.00007
gamgamadjust     70 174   1.00000
etable           70 174   0.00000 E1
ftable           70 174   1.00000 E1
wtable           70 174   1.07600 E1
etableadjust     70 174   0.00000 E1
ftableadjust     70 174   1.00000 E1
wtableadjust     70 174   1.00000 E1
etable           70 174   0.00000 M1
ftable           70 174   1.00000 M1
wtable           70 174   1.00000 M1
etableadjust     70 174   0.00000 M1
ftableadjust     70 174   1.00000 M1
wtableadjust     70 174   1.00000 M1
upbendc          70 174 1.00000E-08 M1
upbende          70 174 8.00000E-01 M1
upbendf          70 174 0.00000E+00 M1
upbendcadjust    70 174 1.00000E+00 M1
upbendeadjust    70 174 1.00000E+00 M1
upbendfadjust    70 174 1.00000E+00 M1
sgr              70 174   0.000 M1
egr              70 174   0.000 M1
ggr              70 174   0.000 M1
sgradjust        70 174   1.000 M1
egradjust        70 174   1.000 M1
ggradjust        70 174   1.000 M1
etable           70 174   0.00000 E2
ftable           70 174   1.00000 E2
wtable           70 174   1.00000 E2
etableadjust     70 174   0.00000 E2
ftableadjust     70 174   1.00000 E2
wtableadjust     70 174   1.00000 E2
etable           70 174   0.00000 M2
ftable           70 174   1.00000 M2
wtable           70 174   1.00000 M2
etableadjust     70 174   0.00000 M2
ftableadjust     70 174   1.00000 M2
wtableadjust     70 174   1.00000 M2
upbendc          70 174 0.00000E+00 M2
upbende          70 174 0.00000E+00 M2
upbendf          70 174 0.00000E+00 M2
upbendcadjust    70 174 1.00000E+00 M2
upbendeadjust    70 174 1.00000E+00 M2
upbendfadjust    70 174 1.00000E+00 M2
sgr              70 174   0.000 M2
egr              70 174   0.000 M2
ggr              70 174   0.000 M2
sgradjust        70 174   1.000 M2
egradjust        70 174   1.000 M2
ggradjust        70 174   1.000 M2
## residual:
##   Z: 69
##   A: 175
##   nuclide: Tm175 
## parameters: 
##   level density
a                69 175  21.34149
aadjust          69 175   1.00000
gammald          69 175   0.07743
pair             69 175   0.90711
Pshift           69 175   0.00000   0
Pshiftadjust     69 175   0.00000   0
deltaW           69 175   1.57343   0
T                69 175   0.46332   0
E0               69 175  -0.08134   0
Exmatch          69 175   3.88425   0
Tadjust          69 175   1.00000   0
E0adjust         69 175   1.00000   0
Exmatchadjust    69 175   1.00000   0
Ntop             69 175   4   0
Nlow             69 175   3   0
s2adjust         69 175   1.00000   0
ctable           69 175   0.00000   0
ptable           69 175   0.00000   0
ctableadjust     69 175   0.00000   0
ptableadjust     69 175   0.00000   0
Ufermi           69 175  30.00000   0
cfermi           69 175   5.00000   0
g                69 175  11.66667
gp               69 175   4.60000
gn               69 175   7.06667
gnadjust         69 175   1.00000
gpadjust         69 175   1.00000
gadjust          69 175   1.00000
Risomer          69 175   1.00000
## parameters: 
##   photon strength function
gamgam           69 175   0.00000
gamgamadjust     69 175   1.00000
etable           69 175   0.00000 E1
ftable           69 175   1.00000 E1
wtable           69 175   1.07600 E1
etableadjust     69 175   0.00000 E1
ftableadjust     69 175   1.00000 E1
wtableadjust     69 175   1.00000 E1
etable           69 175   0.00000 M1
ftable           69 175   1.00000 M1
wtable           69 175   1.00000 M1
etableadjust     69 175   0.00000 M1
ftableadjust     69 175   1.00000 M1
wtableadjust     69 175   1.00000 M1
upbendc          69 175 1.00000E-08 M1
upbende          69 175 8.00000E-01 M1
upbendf          69 175 0.00000E+00 M1
upbendcadjust    69 175 1.00000E+00 M1
upbendeadjust    69 175 1.00000E+00 M1
upbendfadjust    69 175 1.00000E+00 M1
sgr              69 175   0.000 M1
egr              69 175   0.000 M1
ggr              69 175   0.000 M1
sgradjust        69 175   1.000 M1
egradjust        69 175   1.000 M1
ggradjust        69 175   1.000 M1
etable           69 175   0.00000 E2
ftable           69 175   1.00000 E2
wtable           69 175   1.00000 E2
etableadjust     69 175   0.00000 E2
ftableadjust     69 175   1.00000 E2
wtableadjust     69 175   1.00000 E2
etable           69 175   0.00000 M2
ftable           69 175   1.00000 M2
wtable           69 175   1.00000 M2
etableadjust     69 175   0.00000 M2
ftableadjust     69 175   1.00000 M2
wtableadjust     69 175   1.00000 M2
upbendc          69 175 0.00000E+00 M2
upbende          69 175 0.00000E+00 M2
upbendf          69 175 0.00000E+00 M2
upbendcadjust    69 175 1.00000E+00 M2
upbendeadjust    69 175 1.00000E+00 M2
upbendfadjust    69 175 1.00000E+00 M2
sgr              69 175   0.000 M2
egr              69 175   0.000 M2
ggr              69 175   0.000 M2
sgradjust        69 175   1.000 M2
egradjust        69 175   1.000 M2
ggradjust        69 175   1.000 M2
## residual:
##   Z: 69
##   A: 174
##   nuclide: Tm174 
## parameters: 
##   level density
a                69 174  22.41897
aadjust          69 174   1.00000
gammald          69 174   0.07758
pair             69 174   0.00000
Pshift           69 174   0.00000   0
Pshiftadjust     69 174   0.00000   0
deltaW           69 174   1.18812   0
T                69 174   0.48991   0
E0               69 174  -1.47114   0
Exmatch          69 174   3.68899   0
Tadjust          69 174   1.00000   0
E0adjust         69 174   1.00000   0
Exmatchadjust    69 174   1.00000   0
Ntop             69 174  30   0
Nlow             69 174   2   0
s2adjust         69 174   1.00000   0
ctable           69 174   0.00000   0
ptable           69 174   0.00000   0
ctableadjust     69 174   0.00000   0
ptableadjust     69 174   0.00000   0
Ufermi           69 174  30.00000   0
cfermi           69 174   5.00000   0
g                69 174  11.60000
gp               69 174   4.60000
gn               69 174   7.00000
gnadjust         69 174   1.00000
gpadjust         69 174   1.00000
gadjust          69 174   1.00000
Risomer          69 174   1.00000
## parameters: 
##   photon strength function
gamgam           69 174   0.00000
gamgamadjust     69 174   1.00000
etable           69 174   0.00000 E1
ftable           69 174   1.00000 E1
wtable           69 174   1.07600 E1
etableadjust     69 174   0.00000 E1
ftableadjust     69 174   1.00000 E1
wtableadjust     69 174   1.00000 E1
etable           69 174   0.00000 M1
ftable           69 174   1.00000 M1
wtable           69 174   1.00000 M1
etableadjust     69 174   0.00000 M1
ftableadjust     69 174   1.00000 M1
wtableadjust     69 174   1.00000 M1
upbendc          69 174 1.00000E-08 M1
upbende          69 174 8.00000E-01 M1
upbendf          69 174 0.00000E+00 M1
upbendcadjust    69 174 1.00000E+00 M1
upbendeadjust    69 174 1.00000E+00 M1
upbendfadjust    69 174 1.00000E+00 M1
sgr              69 174   0.000 M1
egr              69 174   0.000 M1
ggr              69 174   0.000 M1
sgradjust        69 174   1.000 M1
egradjust        69 174   1.000 M1
ggradjust        69 174   1.000 M1
etable           69 174   0.00000 E2
ftable           69 174   1.00000 E2
wtable           69 174   1.00000 E2
etableadjust     69 174   0.00000 E2
ftableadjust     69 174   1.00000 E2
wtableadjust     69 174   1.00000 E2
etable           69 174   0.00000 M2
ftable           69 174   1.00000 M2
wtable           69 174   1.00000 M2
etableadjust     69 174   0.00000 M2
ftableadjust     69 174   1.00000 M2
wtableadjust     69 174   1.00000 M2
upbendc          69 174 0.00000E+00 M2
upbende          69 174 0.00000E+00 M2
upbendf          69 174 0.00000E+00 M2
upbendcadjust    69 174 1.00000E+00 M2
upbendeadjust    69 174 1.00000E+00 M2
upbendfadjust    69 174 1.00000E+00 M2
sgr              69 174   0.000 M2
egr              69 174   0.000 M2
ggr              69 174   0.000 M2
sgradjust        69 174   1.000 M2
egradjust        69 174   1.000 M2
ggradjust        69 174   1.000 M2
## residual:
##   Z: 69
##   A: 173
##   nuclide: Tm173 
## parameters: 
##   level density
a                69 173  22.63358
aadjust          69 173   1.00000
gammald          69 173   0.07773
pair             69 173   0.91234
Pshift           69 173   0.00000   0
Pshiftadjust     69 173   0.00000   0
deltaW           69 173   1.46300   0
T                69 173   0.40567   0
E0               69 173   0.23909   0
Exmatch          69 173   3.24928   0
Tadjust          69 173   1.00000   0
E0adjust         69 173   1.00000   0
Exmatchadjust    69 173   1.00000   0
Ntop             69 173  16   0
Nlow             69 173   7   0
s2adjust         69 173   1.00000   0
ctable           69 173   0.00000   0
ptable           69 173   0.00000   0
ctableadjust     69 173   0.00000   0
ptableadjust     69 173   0.00000   0
Ufermi           69 173  30.00000   0
cfermi           69 173   5.00000   0
g                69 173  11.53333
gp               69 173   4.60000
gn               69 173   6.93333
gnadjust         69 173   1.00000
gpadjust         69 173   1.00000
gadjust          69 173   1.00000
Risomer          69 173   1.00000
## parameters: 
##   photon strength function
gamgam           69 173   0.00000
gamgamadjust     69 173   1.00000
etable           69 173   0.00000 E1
ftable           69 173   1.00000 E1
wtable           69 173   1.07600 E1
etableadjust     69 173   0.00000 E1
ftableadjust     69 173   1.00000 E1
wtableadjust     69 173   1.00000 E1
etable           69 173   0.00000 M1
ftable           69 173   1.00000 M1
wtable           69 173   1.00000 M1
etableadjust     69 173   0.00000 M1
ftableadjust     69 173   1.00000 M1
wtableadjust     69 173   1.00000 M1
upbendc          69 173 1.00000E-08 M1
upbende          69 173 8.00000E-01 M1
upbendf          69 173 0.00000E+00 M1
upbendcadjust    69 173 1.00000E+00 M1
upbendeadjust    69 173 1.00000E+00 M1
upbendfadjust    69 173 1.00000E+00 M1
sgr              69 173   0.000 M1
egr              69 173   0.000 M1
ggr              69 173   0.000 M1
sgradjust        69 173   1.000 M1
egradjust        69 173   1.000 M1
ggradjust        69 173   1.000 M1
etable           69 173   0.00000 E2
ftable           69 173   1.00000 E2
wtable           69 173   1.00000 E2
etableadjust     69 173   0.00000 E2
ftableadjust     69 173   1.00000 E2
wtableadjust     69 173   1.00000 E2
etable           69 173   0.00000 M2
ftable           69 173   1.00000 M2
wtable           69 173   1.00000 M2
etableadjust     69 173   0.00000 M2
ftableadjust     69 173   1.00000 M2
wtableadjust     69 173   1.00000 M2
upbendc          69 173 0.00000E+00 M2
upbende          69 173 0.00000E+00 M2
upbendf          69 173 0.00000E+00 M2
upbendcadjust    69 173 1.00000E+00 M2
upbendeadjust    69 173 1.00000E+00 M2
upbendfadjust    69 173 1.00000E+00 M2
sgr              69 173   0.000 M2
egr              69 173   0.000 M2
ggr              69 173   0.000 M2
sgradjust        69 173   1.000 M2
egradjust        69 173   1.000 M2
ggradjust        69 173   1.000 M2
## residual:
##   Z: 68
##   A: 173
##   nuclide: Er173 
## parameters: 
##   level density
a                68 173  22.89377
aadjust          68 173   1.00000
gammald          68 173   0.07773
pair             68 173   0.91234
Pshift           68 173   0.00000   0
Pshiftadjust     68 173   0.00000   0
deltaW           68 173   1.55689   0
T                68 173   0.48244   0
E0               68 173  -0.54909   0
Exmatch          68 173   4.53355   0
Tadjust          68 173   1.00000   0
E0adjust         68 173   1.00000   0
Exmatchadjust    68 173   1.00000   0
Ntop             68 173  30   0
Nlow             68 173   2   0
s2adjust         68 173   1.00000   0
ctable           68 173   0.00000   0
ptable           68 173   0.00000   0
ctableadjust     68 173   0.00000   0
ptableadjust     68 173   0.00000   0
Ufermi           68 173  30.00000   0
cfermi           68 173   5.00000   0
g                68 173  11.53333
gp               68 173   4.53333
gn               68 173   7.00000
gnadjust         68 173   1.00000
gpadjust         68 173   1.00000
gadjust          68 173   1.00000
Risomer          68 173   1.00000
## parameters: 
##   photon strength function
gamgam           68 173   0.00000
gamgamadjust     68 173   1.00000
etable           68 173   0.00000 E1
ftable           68 173   1.00000 E1
wtable           68 173   1.07600 E1
etableadjust     68 173   0.00000 E1
ftableadjust     68 173   1.00000 E1
wtableadjust     68 173   1.00000 E1
etable           68 173   0.00000 M1
ftable           68 173   1.00000 M1
wtable           68 173   1.00000 M1
etableadjust     68 173   0.00000 M1
ftableadjust     68 173   1.00000 M1
wtableadjust     68 173   1.00000 M1
upbendc          68 173 1.00000E-08 M1
upbende          68 173 8.00000E-01 M1
upbendf          68 173 0.00000E+00 M1
upbendcadjust    68 173 1.00000E+00 M1
upbendeadjust    68 173 1.00000E+00 M1
upbendfadjust    68 173 1.00000E+00 M1
sgr              68 173   0.000 M1
egr              68 173   0.000 M1
ggr              68 173   0.000 M1
sgradjust        68 173   1.000 M1
egradjust        68 173   1.000 M1
ggradjust        68 173   1.000 M1
etable           68 173   0.00000 E2
ftable           68 173   1.00000 E2
wtable           68 173   1.00000 E2
etableadjust     68 173   0.00000 E2
ftableadjust     68 173   1.00000 E2
wtableadjust     68 173   1.00000 E2
etable           68 173   0.00000 M2
ftable           68 173   1.00000 M2
wtable           68 173   1.00000 M2
etableadjust     68 173   0.00000 M2
ftableadjust     68 173   1.00000 M2
wtableadjust     68 173   1.00000 M2
upbendc          68 173 0.00000E+00 M2
upbende          68 173 0.00000E+00 M2
upbendf          68 173 0.00000E+00 M2
upbendcadjust    68 173 1.00000E+00 M2
upbendeadjust    68 173 1.00000E+00 M2
upbendfadjust    68 173 1.00000E+00 M2
sgr              68 173   0.000 M2
egr              68 173   0.000 M2
ggr              68 173   0.000 M2
sgradjust        68 173   1.000 M2
egradjust        68 173   1.000 M2
ggradjust        68 173   1.000 M2
## residual:
##   Z: 68
##   A: 172
##   nuclide: Er172 
## parameters: 
##   level density
a                68 172  22.88236
aadjust          68 172   1.00000
gammald          68 172   0.07788
pair             68 172   1.82998
Pshift           68 172   0.00000   0
Pshiftadjust     68 172   0.00000   0
deltaW           68 172   1.67081   0
T                68 172   0.47142   0
E0               68 172   0.48375   0
Exmatch          68 172   5.25960   0
Tadjust          68 172   1.00000   0
E0adjust         68 172   1.00000   0
Exmatchadjust    68 172   1.00000   0
Ntop             68 172   4   0
Nlow             68 172   3   0
s2adjust         68 172   1.00000   0
ctable           68 172   0.00000   0
ptable           68 172   0.00000   0
ctableadjust     68 172   0.00000   0
ptableadjust     68 172   0.00000   0
Ufermi           68 172  30.00000   0
cfermi           68 172   5.00000   0
g                68 172  11.46667
gp               68 172   4.53333
gn               68 172   6.93333
gnadjust         68 172   1.00000
gpadjust         68 172   1.00000
gadjust          68 172   1.00000
Risomer          68 172   1.00000
## parameters: 
##   photon strength function
gamgam           68 172   0.00000
gamgamadjust     68 172   1.00000
etable           68 172   0.00000 E1
ftable           68 172   1.00000 E1
wtable           68 172   1.07600 E1
etableadjust     68 172   0.00000 E1
ftableadjust     68 172   1.00000 E1
wtableadjust     68 172   1.00000 E1
etable           68 172   0.00000 M1
ftable           68 172   1.00000 M1
wtable           68 172   1.00000 M1
etableadjust     68 172   0.00000 M1
ftableadjust     68 172   1.00000 M1
wtableadjust     68 172   1.00000 M1
upbendc          68 172 1.00000E-08 M1
upbende          68 172 8.00000E-01 M1
upbendf          68 172 0.00000E+00 M1
upbendcadjust    68 172 1.00000E+00 M1
upbendeadjust    68 172 1.00000E+00 M1
upbendfadjust    68 172 1.00000E+00 M1
sgr              68 172   0.000 M1
egr              68 172   0.000 M1
ggr              68 172   0.000 M1
sgradjust        68 172   1.000 M1
egradjust        68 172   1.000 M1
ggradjust        68 172   1.000 M1
etable           68 172   0.00000 E2
ftable           68 172   1.00000 E2
wtable           68 172   1.00000 E2
etableadjust     68 172   0.00000 E2
ftableadjust     68 172   1.00000 E2
wtableadjust     68 172   1.00000 E2
etable           68 172   0.00000 M2
ftable           68 172   1.00000 M2
wtable           68 172   1.00000 M2
etableadjust     68 172   0.00000 M2
ftableadjust     68 172   1.00000 M2
wtableadjust     68 172   1.00000 M2
upbendc          68 172 0.00000E+00 M2
upbende          68 172 0.00000E+00 M2
upbendf          68 172 0.00000E+00 M2
upbendcadjust    68 172 1.00000E+00 M2
upbendeadjust    68 172 1.00000E+00 M2
upbendfadjust    68 172 1.00000E+00 M2
sgr              68 172   0.000 M2
egr              68 172   0.000 M2
ggr              68 172   0.000 M2
sgradjust        68 172   1.000 M2
egradjust        68 172   1.000 M2
ggradjust        68 172   1.000 M2
## residual:
##   Z: 74
##   A: 180
##   nuclide: W180  
## parameters: 
##   level density
a                74 180  23.66155
aadjust          74 180   1.00000
gammald          74 180   0.07670
pair             74 180   1.78885
Pshift           74 180   0.00000   0
Pshiftadjust     74 180   0.00000   0
deltaW           74 180   1.69555   0
T                74 180   0.49377   0
E0               74 180   0.01850   0
Exmatch          74 180   5.83031   0
Tadjust          74 180   1.00000   0
E0adjust         74 180   1.00000   0
Exmatchadjust    74 180   1.00000   0
